"","FirstDate","gdpg","gap1","gap2","unrate","lshr","xli","xli2","fac","rate","yield","quarter","group"
"295",2020-10-01,0.010299026333228,NA,20741.7068332645,NA,103.088,NA,NA,NA,NA,NA,2020 Q4,2020
"296",2021-01-01,0.0127732823312856,98.784792513166,20848.1072077238,6.4,100.969,NA,NA,NA,NA,NA,2021 Q1,2021
"297",2021-04-01,0.0150831397984984,NA,21000.330169453,NA,100.932,NA,NA,NA,NA,NA,2021 Q2,2021
"298",2021-07-01,0.0081107407283698,NA,21163.7400225695,NA,101.343,NA,NA,NA,NA,NA,2021 Q3,2021
"299",2021-10-01,0.0168253790296212,NA,21374.6218085798,NA,100.083,NA,NA,NA,NA,NA,2021 Q4,2021
"300",2022-01-01,-0.00498921881323137,99.8369954047833,21531.97574474,4,99.852,NA,NA,NA,NA,NA,2022 Q1,2022
"301",2022-04-01,-0.00141372169320109,NA,21656.2367988123,NA,98.78,NA,NA,NA,NA,NA,2022 Q2,2022
"302",2022-07-01,0.00656459277974728,NA,21785.4114849093,NA,99.416,NA,NA,NA,NA,NA,2022 Q3,2022
"303",2022-10-01,0.00633412102881487,NA,21917.9951028292,NA,98.053,NA,NA,NA,NA,NA,2022 Q4,2022
"304",2023-01-01,0.00554838573622119,99.9668471386227,22050.1349978688,3.4,98.866,NA,NA,NA,NA,NA,2023 Q1,2023
"305",2023-04-01,0.0050982030340519,NA,22179.8306962771,NA,99.151,NA,NA,NA,NA,NA,2023 Q2,2023
"306",2023-07-01,0.0118680054211652,NA,22337.7485924133,NA,98.059,NA,NA,NA,NA,NA,2023 Q3,2023
"307",2023-10-01,0.00806703564592275,NA,22503.9485265474,NA,NA,NA,NA,NA,NA,NA,2023 Q4,2023
"308",1948-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1948 Q2,1948
"309",1948-03-01,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1948 Q3,1948
"310",1948-04-01,NA,59.5071717302015,NA,3.9,NA,NA,NA,NA,NA,NA,1948 Q4,1948
"311",1949-02-01,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1949 Q2,1949
"312",1949-03-01,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1949 Q3,1949
"313",1949-04-01,NA,59.6520986404968,NA,5.3,NA,NA,NA,NA,NA,NA,1949 Q4,1949
"314",1950-02-01,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,1950 Q2,1950
"315",1950-03-01,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,1950 Q3,1950
"316",1950-04-01,NA,60.2255365532709,NA,5.8,NA,NA,NA,NA,NA,NA,1950 Q4,1950
"317",1951-02-01,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1951 Q2,1951
"318",1951-03-01,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1951 Q3,1951
"319",1951-04-01,NA,61.7944349604673,NA,3.1,NA,NA,NA,NA,NA,NA,1951 Q4,1951
"320",1952-02-01,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,1952 Q2,1952
"321",1952-03-01,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,1952 Q3,1952
"322",1952-04-01,NA,62.5887809268789,NA,2.9,NA,NA,NA,NA,NA,NA,1952 Q4,1952
"323",1953-02-01,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,1953 Q2,1953
"324",1953-03-01,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,1953 Q3,1953
"325",1953-04-01,NA,63.5426720117491,NA,2.7,NA,NA,NA,NA,NA,NA,1953 Q4,1953
"326",1954-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1954 Q2,1954
"327",1954-03-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,1954 Q3,1954
"328",1954-04-01,NA,63.2563461783785,NA,5.9,NA,NA,NA,NA,NA,NA,1954 Q4,1954
"329",1955-02-01,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1955 Q2,1955
"330",1955-03-01,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,1955 Q3,1955
"331",1955-04-01,NA,64.212321399439,NA,4.7,NA,NA,NA,NA,NA,NA,1955 Q4,1955
"332",1956-02-01,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,1956 Q2,1956
"333",1956-03-01,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,1956 Q3,1956
"334",1956-04-01,NA,64.7207705213753,NA,4,NA,NA,NA,NA,NA,NA,1956 Q4,1956
"335",1957-02-01,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,1957 Q2,1957
"336",1957-03-01,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,1957 Q3,1957
"337",1957-04-01,NA,65.2050400919434,NA,3.9,NA,NA,NA,NA,NA,NA,1957 Q4,1957
"338",1958-02-01,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,1958 Q2,1958
"339",1958-03-01,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,1958 Q3,1958
"340",1958-04-01,NA,64.735224383019,NA,7.4,NA,NA,NA,NA,NA,NA,1958 Q4,1958
"341",1959-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,1959 Q2,1959
"342",1959-03-01,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,1959 Q3,1959
"343",1959-04-01,NA,65.8913863699476,NA,5.2,NA,NA,NA,NA,NA,NA,1959 Q4,1959
"344",1960-02-01,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,1960 Q2,1960
"345",1960-03-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1960 Q3,1960
"346",1960-04-01,NA,66.6740036812627,NA,5.2,NA,NA,NA,NA,NA,NA,1960 Q4,1960
"347",1961-02-01,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,1961 Q2,1961
"348",1961-03-01,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,1961 Q3,1961
"349",1961-04-01,NA,66.5646709873009,NA,7,NA,NA,NA,NA,NA,NA,1961 Q4,1961
"350",1962-02-01,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,1962 Q2,1962
"351",1962-03-01,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,1962 Q3,1962
"352",1962-04-01,NA,67.7605769549607,NA,5.6,NA,NA,NA,NA,NA,NA,1962 Q4,1962
"353",1963-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,1963 Q2,1963
"354",1963-03-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,1963 Q3,1963
"355",1963-04-01,NA,68.3442670212878,NA,5.7,NA,NA,NA,NA,NA,NA,1963 Q4,1963
"356",1964-02-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1964 Q2,1964
"357",1964-03-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1964 Q3,1964
"358",1964-04-01,NA,69.3451966232606,NA,5.3,NA,NA,NA,NA,NA,NA,1964 Q4,1964
"359",1965-02-01,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,1965 Q2,1965
"360",1965-03-01,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1965 Q3,1965
"361",1965-04-01,NA,70.2363234608129,NA,4.8,NA,NA,NA,NA,NA,NA,1965 Q4,1965
"362",1966-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1966 Q2,1966
"363",1966-03-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1966 Q3,1966
"364",1966-04-01,NA,71.6067904151046,NA,3.8,NA,NA,NA,NA,NA,NA,1966 Q4,1966
"365",1967-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1967 Q2,1967
"366",1967-03-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1967 Q3,1967
"367",1967-04-01,NA,72.0955629954312,NA,3.8,NA,NA,NA,NA,NA,NA,1967 Q4,1967
"368",1968-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1968 Q2,1968
"369",1968-03-01,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,1968 Q3,1968
"370",1968-04-01,NA,72.7376669618597,NA,3.5,NA,NA,NA,NA,NA,NA,1968 Q4,1968
"371",1969-02-01,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1969 Q2,1969
"372",1969-03-01,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1969 Q3,1969
"373",1969-04-01,NA,73.4853970270073,NA,3.4,NA,NA,NA,NA,NA,NA,1969 Q4,1969
"374",1970-02-01,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,1970 Q2,1970
"375",1970-03-01,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,1970 Q3,1970
"376",1970-04-01,NA,73.5406599932939,NA,4.6,NA,NA,NA,NA,NA,NA,1970 Q4,1970
"377",1971-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,1971 Q2,1971
"378",1971-03-01,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1971 Q3,1971
"379",1971-04-01,NA,73.9978341047532,NA,5.9,NA,NA,NA,NA,NA,NA,1971 Q4,1971
"380",1972-02-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,1972 Q2,1972
"381",1972-03-01,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,1972 Q3,1972
"382",1972-04-01,NA,74.5862844012217,NA,5.7,NA,NA,NA,NA,NA,NA,1972 Q4,1972
"383",1973-02-01,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1973 Q2,1973
"384",1973-03-01,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,1973 Q3,1973
"385",1973-04-01,NA,75.8505963760193,NA,5,NA,NA,NA,NA,NA,NA,1973 Q4,1973
"386",1974-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1974 Q2,1974
"387",1974-03-01,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,1974 Q3,1974
"388",1974-04-01,NA,75.9615864583443,NA,5.1,NA,NA,NA,NA,NA,NA,1974 Q4,1974
"389",1975-02-01,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,1975 Q2,1975
"390",1975-03-01,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,1975 Q3,1975
"391",1975-04-01,NA,75.5565687203419,NA,8.8,NA,NA,NA,NA,NA,NA,1975 Q4,1975
"392",1976-02-01,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,1976 Q2,1976
"393",1976-03-01,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,1976 Q3,1976
"394",1976-04-01,NA,76.5984088534457,NA,7.7,NA,NA,NA,NA,NA,NA,1976 Q4,1976
"395",1977-02-01,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,1977 Q2,1977
"396",1977-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,1977 Q3,1977
"397",1977-04-01,NA,77.1553251305948,NA,7.2,NA,NA,NA,NA,NA,NA,1977 Q4,1977
"398",1978-02-01,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,1978 Q2,1978
"399",1978-03-01,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,1978 Q3,1978
"400",1978-04-01,NA,77.8652303693441,NA,6.1,NA,NA,NA,NA,NA,NA,1978 Q4,1978
"401",1979-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,1979 Q2,1979
"402",1979-03-01,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,1979 Q3,1979
"403",1979-04-01,NA,78.9823352367821,NA,5.8,NA,NA,NA,NA,NA,NA,1979 Q4,1979
"404",1980-02-01,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,1980 Q2,1980
"405",1980-03-01,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,1980 Q3,1980
"406",1980-04-01,NA,79.2332525014993,NA,6.9,NA,NA,NA,NA,NA,NA,1980 Q4,1980
"407",1981-02-01,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,1981 Q2,1981
"408",1981-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,1981 Q3,1981
"409",1981-04-01,NA,79.5160917584144,NA,7.2,NA,NA,NA,NA,NA,NA,1981 Q4,1981
"410",1982-02-01,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,1982 Q2,1982
"411",1982-03-01,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1982 Q3,1982
"412",1982-04-01,NA,79.1215756871576,NA,9.3,NA,NA,NA,NA,NA,NA,1982 Q4,1982
"413",1983-02-01,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,1983 Q2,1983
"414",1983-03-01,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,1983 Q3,1983
"415",1983-04-01,NA,79.374632180869,NA,10.2,NA,NA,NA,NA,NA,NA,1983 Q4,1983
"416",1984-02-01,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,1984 Q2,1984
"417",1984-03-01,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,1984 Q3,1984
"418",1984-04-01,NA,80.8478497702113,NA,7.7,NA,NA,NA,NA,NA,NA,1984 Q4,1984
"419",1985-02-01,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,1985 Q2,1985
"420",1985-03-01,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,1985 Q3,1985
"421",1985-04-01,NA,81.650824882356,NA,7.3,NA,NA,NA,NA,NA,NA,1985 Q4,1985
"422",1986-02-01,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,1986 Q2,1986
"423",1986-03-01,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,1986 Q3,1986
"424",1986-04-01,NA,82.3866499548371,NA,7.1,NA,NA,NA,NA,NA,NA,1986 Q4,1986
"425",1987-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,1987 Q2,1987
"426",1987-03-01,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,1987 Q3,1987
"427",1987-04-01,NA,82.8730555267196,NA,6.3,NA,NA,NA,NA,NA,NA,1987 Q4,1987
"428",1988-02-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,1988 Q2,1988
"429",1988-03-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,1988 Q3,1988
"430",1988-04-01,NA,83.6310569009081,NA,5.4,NA,NA,NA,NA,NA,NA,1988 Q4,1988
"431",1989-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1989 Q2,1989
"432",1989-03-01,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1989 Q3,1989
"433",1989-04-01,NA,84.405531148585,NA,5.2,NA,NA,NA,NA,NA,NA,1989 Q4,1989
"434",1990-02-01,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,1990 Q2,1990
"435",1990-03-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1990 Q3,1990
"436",1990-04-01,NA,84.9174741928138,NA,5.4,NA,NA,NA,NA,NA,NA,1990 Q4,1990
"437",1991-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,1991 Q2,1991
"438",1991-03-01,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,1991 Q3,1991
"439",1991-04-01,NA,84.741605364025,NA,6.7,NA,NA,NA,NA,NA,NA,1991 Q4,1991
"440",1992-02-01,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,1992 Q2,1992
"441",1992-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,1992 Q3,1992
"442",1992-04-01,NA,85.2613762354179,NA,7.4,NA,NA,NA,NA,NA,NA,1992 Q4,1992
"443",1993-02-01,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,1993 Q2,1993
"444",1993-03-01,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1993 Q3,1993
"445",1993-04-01,NA,85.8655863643082,NA,7.1,NA,NA,NA,NA,NA,NA,1993 Q4,1993
"446",1994-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,1994 Q2,1994
"447",1994-03-01,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,1994 Q3,1994
"448",1994-04-01,NA,86.4918650008718,NA,6.4,NA,NA,NA,NA,NA,NA,1994 Q4,1994
"449",1995-02-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1995 Q2,1995
"450",1995-03-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1995 Q3,1995
"451",1995-04-01,NA,87.1295676314132,NA,5.8,NA,NA,NA,NA,NA,NA,1995 Q4,1995
"452",1996-02-01,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,1996 Q2,1996
"453",1996-03-01,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,1996 Q3,1996
"454",1996-04-01,NA,87.609647480097,NA,5.6,NA,NA,NA,NA,NA,NA,1996 Q4,1996
"455",1997-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1997 Q2,1997
"456",1997-03-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,1997 Q3,1997
"457",1997-04-01,NA,88.4020905495195,NA,5.1,NA,NA,NA,NA,NA,NA,1997 Q4,1997
"458",1998-02-01,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,1998 Q2,1998
"459",1998-03-01,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1998 Q3,1998
"460",1998-04-01,NA,89.2959205533324,NA,4.3,NA,NA,NA,NA,NA,NA,1998 Q4,1998
"461",1999-02-01,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,1999 Q2,1999
"462",1999-03-01,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,1999 Q3,1999
"463",1999-04-01,NA,90.187146291244,NA,4.3,NA,NA,NA,NA,NA,NA,1999 Q4,1999
"464",2000-02-01,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,2000 Q2,2000
"465",2000-03-01,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2000 Q3,2000
"466",2000-04-01,NA,90.9747931304511,NA,3.8,NA,NA,NA,NA,NA,NA,2000 Q4,2000
"467",2001-02-01,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,2001 Q2,2001
"468",2001-03-01,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,2001 Q3,2001
"469",2001-04-01,NA,91.3899252511823,NA,4.4,NA,NA,NA,NA,NA,NA,2001 Q4,2001
"470",2002-02-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,2002 Q2,2002
"471",2002-03-01,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,2002 Q3,2002
"472",2002-04-01,NA,91.6440859762711,NA,5.9,NA,NA,NA,NA,NA,NA,2002 Q4,2002
"473",2003-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,2003 Q2,2003
"474",2003-03-01,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,2003 Q3,2003
"475",2003-04-01,NA,91.963207258336,NA,6,NA,NA,NA,NA,NA,NA,2003 Q4,2003
"476",2004-02-01,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,2004 Q2,2004
"477",2004-03-01,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,2004 Q3,2004
"478",2004-04-01,NA,92.7802057892663,NA,5.6,NA,NA,NA,NA,NA,NA,2004 Q4,2004
"479",2005-02-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,2005 Q2,2005
"480",2005-03-01,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,2005 Q3,2005
"481",2005-04-01,NA,93.5203504537541,NA,5.2,NA,NA,NA,NA,NA,NA,2005 Q4,2005
"482",2006-02-01,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,2006 Q2,2006
"483",2006-03-01,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,2006 Q3,2006
"484",2006-04-01,NA,94.1330284029041,NA,4.7,NA,NA,NA,NA,NA,NA,2006 Q4,2006
"485",2007-02-01,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,2007 Q2,2007
"486",2007-03-01,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,2007 Q3,2007
"487",2007-04-01,NA,94.4368407503553,NA,4.5,NA,NA,NA,NA,NA,NA,2007 Q4,2007
"488",2008-02-01,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,2008 Q2,2008
"489",2008-03-01,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,2008 Q3,2008
"490",2008-04-01,NA,94.7058018818479,NA,5,NA,NA,NA,NA,NA,NA,2008 Q4,2008
"491",2009-02-01,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,2009 Q2,2009
"492",2009-03-01,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,2009 Q3,2009
"493",2009-04-01,NA,94.0669882608316,NA,9,NA,NA,NA,NA,NA,NA,2009 Q4,2009
"494",2010-02-01,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,2010 Q2,2010
"495",2010-03-01,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,2010 Q3,2010
"496",2010-04-01,NA,94.4029075073997,NA,9.9,NA,NA,NA,NA,NA,NA,2010 Q4,2010
"497",2011-02-01,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,2011 Q2,2011
"498",2011-03-01,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,2011 Q3,2011
"499",2011-04-01,NA,94.7953231937561,NA,9.1,NA,NA,NA,NA,NA,NA,2011 Q4,2011
"500",2012-02-01,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,2012 Q2,2012
"501",2012-03-01,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,2012 Q3,2012
"502",2012-04-01,NA,95.303042289155,NA,8.2,NA,NA,NA,NA,NA,NA,2012 Q4,2012
"503",2013-02-01,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,2013 Q2,2013
"504",2013-03-01,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,2013 Q3,2013
"505",2013-04-01,NA,95.6326228752251,NA,7.6,NA,NA,NA,NA,NA,NA,2013 Q4,2013
"506",2014-02-01,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,2014 Q2,2014
"507",2014-03-01,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,2014 Q3,2014
"508",2014-04-01,NA,95.953128192136,NA,6.2,NA,NA,NA,NA,NA,NA,2014 Q4,2014
"509",2015-02-01,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,2015 Q2,2015
"510",2015-03-01,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,2015 Q3,2015
"511",2015-04-01,NA,96.7172375127541,NA,5.4,NA,NA,NA,NA,NA,NA,2015 Q4,2015
"512",2016-02-01,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,2016 Q2,2016
"513",2016-03-01,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2016 Q3,2016
"514",2016-04-01,NA,97.0674842837693,NA,5.1,NA,NA,NA,NA,NA,NA,2016 Q4,2016
"515",2017-02-01,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,2017 Q2,2017
"516",2017-03-01,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,2017 Q3,2017
"517",2017-04-01,NA,97.4750020799317,NA,4.4,NA,NA,NA,NA,NA,NA,2017 Q4,2017
"518",2018-02-01,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,2018 Q2,2018
"519",2018-03-01,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2018 Q3,2018
"520",2018-04-01,NA,98.1226741213588,NA,4,NA,NA,NA,NA,NA,NA,2018 Q4,2018
"521",2019-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,2019 Q2,2019
"522",2019-03-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,2019 Q3,2019
"523",2019-04-01,NA,98.4864220785724,NA,3.7,NA,NA,NA,NA,NA,NA,2019 Q4,2019
"524",2020-02-01,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,2020 Q2,2020
"525",2020-03-01,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,2020 Q3,2020
"526",2020-04-01,NA,98.7285371798423,NA,14.8,NA,NA,NA,NA,NA,NA,2020 Q4,2020
"527",2021-02-01,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,2021 Q2,2021
"528",2021-03-01,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,2021 Q3,2021
"529",2021-04-01,NA,99.0388643531592,NA,6.1,NA,NA,NA,NA,NA,NA,2021 Q4,2021
"530",2022-02-01,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,2022 Q2,2022
"531",2022-03-01,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,2022 Q3,2022
"532",2022-04-01,NA,99.7373172805509,NA,3.7,NA,NA,NA,NA,NA,NA,2022 Q4,2022
"533",2023-02-01,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,2023 Q2,2023
"534",2023-03-01,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,2023 Q3,2023
"535",2023-04-01,NA,100.07782724192,NA,3.4,NA,NA,NA,NA,NA,NA,2023 Q4,2023
"536",1948-05-01,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,1948
"537",1947-01-01,NA,NA,2182.68105788942,NA,115.833,NA,NA,NA,NA,NA,1947 Q1,1947
