Series ID,Year,Period,Label,Value,3-Month Net Change
CUSR0000SA0L2,1999,M02,1999 Feb,158.3,N/A
CUSR0000SA0L2,1999,M03,1999 Mar,158.4,N/A
CUSR0000SA0L2,1999,M04,1999 Apr,159.6,N/A
CUSR0000SA0L2,1999,M05,1999 May,159.6,N/A
CUSR0000SA0L2,1999,M06,1999 Jun,159.6,N/A
CUSR0000SA0L2,1999,M07,1999 Jul,160.3,N/A
CUSR0000SA0L2,1999,M08,1999 Aug,160.7,N/A
CUSR0000SA0L2,1999,M09,1999 Sep,161.5,N/A
CUSR0000SA0L2,1999,M10,1999 Oct,161.9,N/A
CUSR0000SA0L2,1999,M11,1999 Nov,162.0,N/A
CUSR0000SA0L2,1999,M12,1999 Dec,162.5,N/A
CUSR0000SA0L2,2000,M01,2000 Jan,162.8,N/A
CUSR0000SA0L2,2000,M02,2000 Feb,163.6,N/A
CUSR0000SA0L2,2000,M03,2000 Mar,164.7,N/A
CUSR0000SA0L2,2000,M04,2000 Apr,164.5,N/A
CUSR0000SA0L2,2000,M05,2000 May,164.7,N/A
CUSR0000SA0L2,2000,M06,2000 Jun,165.8,N/A
CUSR0000SA0L2,2000,M07,2000 Jul,166.3,N/A
CUSR0000SA0L2,2000,M08,2000 Aug,166.1,N/A
CUSR0000SA0L2,2000,M09,2000 Sep,167.2,N/A
CUSR0000SA0L2,2000,M10,2000 Oct,167.3,N/A
CUSR0000SA0L2,2000,M11,2000 Nov,167.6,N/A
CUSR0000SA0L2,2000,M12,2000 Dec,168.0,N/A
CUSR0000SA0L2,2001,M01,2001 Jan,169.1,N/A
CUSR0000SA0L2,2001,M02,2001 Feb,169.4,N/A
CUSR0000SA0L2,2001,M03,2001 Mar,169.2,N/A
CUSR0000SA0L2,2001,M04,2001 Apr,169.6,N/A
CUSR0000SA0L2,2001,M05,2001 May,170.5,N/A
CUSR0000SA0L2,2001,M06,2001 Jun,170.7,N/A
CUSR0000SA0L2,2001,M07,2001 Jul,170.1,N/A
CUSR0000SA0L2,2001,M08,2001 Aug,169.8,N/A
CUSR0000SA0L2,2001,M09,2001 Sep,170.6,N/A
CUSR0000SA0L2,2001,M10,2001 Oct,169.7,N/A
CUSR0000SA0L2,2001,M11,2001 Nov,169.2,N/A
CUSR0000SA0L2,2001,M12,2001 Dec,168.8,N/A
CUSR0000SA0L2,2002,M01,2002 Jan,168.9,N/A
CUSR0000SA0L2,2002,M02,2002 Feb,169.0,N/A
CUSR0000SA0L2,2002,M03,2002 Mar,169.6,N/A
CUSR0000SA0L2,2002,M04,2002 Apr,170.5,N/A
CUSR0000SA0L2,2002,M05,2002 May,170.5,N/A
CUSR0000SA0L2,2002,M06,2002 Jun,170.6,N/A
CUSR0000SA0L2,2002,M07,2002 Jul,171.0,N/A
CUSR0000SA0L2,2002,M08,2002 Aug,171.4,N/A
CUSR0000SA0L2,2002,M09,2002 Sep,171.6,N/A
CUSR0000SA0L2,2002,M10,2002 Oct,172.0,N/A
CUSR0000SA0L2,2002,M11,2002 Nov,172.2,N/A
CUSR0000SA0L2,2002,M12,2002 Dec,172.4,N/A
CUSR0000SA0L2,2003,M01,2003 Jan,173.3,N/A
CUSR0000SA0L2,2003,M02,2003 Feb,174.6,N/A
CUSR0000SA0L2,2003,M03,2003 Mar,175.1,N/A
CUSR0000SA0L2,2003,M04,2003 Apr,174.1,N/A
CUSR0000SA0L2,2003,M05,2003 May,173.2,N/A
CUSR0000SA0L2,2003,M06,2003 Jun,173.6,N/A
CUSR0000SA0L2,2003,M07,2003 Jul,174.1,N/A
CUSR0000SA0L2,2003,M08,2003 Aug,175.1,N/A
CUSR0000SA0L2,2003,M09,2003 Sep,175.8,N/A
CUSR0000SA0L2,2003,M10,2003 Oct,175.3,N/A
CUSR0000SA0L2,2003,M11,2003 Nov,175.3,N/A
CUSR0000SA0L2,2003,M12,2003 Dec,175.8,N/A
CUSR0000SA0L2,2004,M01,2004 Jan,176.7,N/A
CUSR0000SA0L2,2004,M02,2004 Feb,177.4,N/A
CUSR0000SA0L2,2004,M03,2004 Mar,177.6,N/A
CUSR0000SA0L2,2004,M04,2004 Apr,177.5,N/A
CUSR0000SA0L2,2004,M05,2004 May,178.5,N/A
CUSR0000SA0L2,2004,M06,2004 Jun,179.2,N/A
CUSR0000SA0L2,2004,M07,2004 Jul,179.3,N/A
CUSR0000SA0L2,2004,M08,2004 Aug,179.4,N/A
CUSR0000SA0L2,2004,M09,2004 Sep,179.9,N/A
CUSR0000SA0L2,2004,M10,2004 Oct,181.2,N/A
CUSR0000SA0L2,2004,M11,2004 Nov,182.4,N/A
CUSR0000SA0L2,2004,M12,2004 Dec,182.3,N/A
CUSR0000SA0L2,2005,M01,2005 Jan,182.0,N/A
CUSR0000SA0L2,2005,M02,2005 Feb,182.7,N/A
CUSR0000SA0L2,2005,M03,2005 Mar,183.2,N/A
CUSR0000SA0L2,2005,M04,2005 Apr,184.1,N/A
CUSR0000SA0L2,2005,M05,2005 May,184.0,N/A
CUSR0000SA0L2,2005,M06,2005 Jun,184.0,N/A
CUSR0000SA0L2,2005,M07,2005 Jul,185.5,N/A
CUSR0000SA0L2,2005,M08,2005 Aug,187.1,N/A
CUSR0000SA0L2,2005,M09,2005 Sep,191.0,N/A
CUSR0000SA0L2,2005,M10,2005 Oct,190.9,N/A
CUSR0000SA0L2,2005,M11,2005 Nov,189.3,N/A
CUSR0000SA0L2,2005,M12,2005 Dec,189.0,N/A
CUSR0000SA0L2,2006,M01,2006 Jan,190.5,N/A
CUSR0000SA0L2,2006,M02,2006 Feb,190.3,N/A
CUSR0000SA0L2,2006,M03,2006 Mar,190.4,N/A
CUSR0000SA0L2,2006,M04,2006 Apr,191.5,N/A
CUSR0000SA0L2,2006,M05,2006 May,192.0,N/A
CUSR0000SA0L2,2006,M06,2006 Jun,192.3,N/A
CUSR0000SA0L2,2006,M07,2006 Jul,193.6,N/A
CUSR0000SA0L2,2006,M08,2006 Aug,194.4,N/A
CUSR0000SA0L2,2006,M09,2006 Sep,192.9,N/A
CUSR0000SA0L2,2006,M10,2006 Oct,191.2,N/A
CUSR0000SA0L2,2006,M11,2006 Nov,191.0,N/A
CUSR0000SA0L2,2006,M12,2006 Dec,192.3,N/A
CUSR0000SA0L2,2007,M01,2007 Jan,192.469,N/A
CUSR0000SA0L2,2007,M02,2007 Feb,193.242,N/A
CUSR0000SA0L2,2007,M03,2007 Mar,194.566,N/A
CUSR0000SA0L2,2007,M04,2007 Apr,195.195,N/A
CUSR0000SA0L2,2007,M05,2007 May,196.197,N/A
CUSR0000SA0L2,2007,M06,2007 Jun,196.592,N/A
CUSR0000SA0L2,2007,M07,2007 Jul,196.913,N/A
CUSR0000SA0L2,2007,M08,2007 Aug,196.763,N/A
CUSR0000SA0L2,2007,M09,2007 Sep,197.770,N/A
CUSR0000SA0L2,2007,M10,2007 Oct,198.459,N/A
CUSR0000SA0L2,2007,M11,2007 Nov,200.487,N/A
CUSR0000SA0L2,2007,M12,2007 Dec,201.081,N/A
CUSR0000SA0L2,2008,M01,2008 Jan,201.876,N/A
CUSR0000SA0L2,2008,M02,2008 Feb,202.455,N/A
CUSR0000SA0L2,2008,M03,2008 Mar,203.238,N/A
CUSR0000SA0L2,2008,M04,2008 Apr,203.954,N/A
CUSR0000SA0L2,2008,M05,2008 May,205.624,N/A
CUSR0000SA0L2,2008,M06,2008 Jun,208.604,N/A
CUSR0000SA0L2,2008,M07,2008 Jul,210.612,N/A
CUSR0000SA0L2,2008,M08,2008 Aug,210.016,N/A
CUSR0000SA0L2,2008,M09,2008 Sep,210.075,N/A
CUSR0000SA0L2,2008,M10,2008 Oct,207.310,N/A
CUSR0000SA0L2,2008,M11,2008 Nov,201.695,N/A
CUSR0000SA0L2,2008,M12,2008 Dec,199.210,N/A
CUSR0000SA0L2,2009,M01,2009 Jan,199.784,N/A
CUSR0000SA0L2,2009,M02,2009 Feb,200.822,N/A
CUSR0000SA0L2,2009,M03,2009 Mar,200.418,N/A
CUSR0000SA0L2,2009,M04,2009 Apr,200.633,N/A
CUSR0000SA0L2,2009,M05,2009 May,201.048,N/A
CUSR0000SA0L2,2009,M06,2009 Jun,203.603,N/A
CUSR0000SA0L2,2009,M07,2009 Jul,203.650,N/A
CUSR0000SA0L2,2009,M08,2009 Aug,204.516,N/A
CUSR0000SA0L2,2009,M09,2009 Sep,205.145,N/A
CUSR0000SA0L2,2009,M10,2009 Oct,205.968,N/A
CUSR0000SA0L2,2009,M11,2009 Nov,207.163,N/A
CUSR0000SA0L2,2009,M12,2009 Dec,207.320,N/A
CUSR0000SA0L2,2010,M01,2010 Jan,207.987,N/A
CUSR0000SA0L2,2010,M02,2010 Feb,207.710,N/A
CUSR0000SA0L2,2010,M03,2010 Mar,207.844,N/A
CUSR0000SA0L2,2010,M04,2010 Apr,207.896,N/A
CUSR0000SA0L2,2010,M05,2010 May,207.671,N/A
CUSR0000SA0L2,2010,M06,2010 Jun,207.476,N/A
CUSR0000SA0L2,2010,M07,2010 Jul,207.995,N/A
CUSR0000SA0L2,2010,M08,2010 Aug,208.442,N/A
CUSR0000SA0L2,2010,M09,2010 Sep,208.883,N/A
CUSR0000SA0L2,2010,M10,2010 Oct,209.904,N/A
CUSR0000SA0L2,2010,M11,2010 Nov,210.567,N/A
CUSR0000SA0L2,2010,M12,2010 Dec,211.693,N/A
CUSR0000SA0L2,2011,M01,2011 Jan,212.567,N/A
CUSR0000SA0L2,2011,M02,2011 Feb,213.448,N/A
CUSR0000SA0L2,2011,M03,2011 Mar,214.971,N/A
CUSR0000SA0L2,2011,M04,2011 Apr,216.345,N/A
CUSR0000SA0L2,2011,M05,2011 May,217.250,N/A
CUSR0000SA0L2,2011,M06,2011 Jun,217.046,N/A
CUSR0000SA0L2,2011,M07,2011 Jul,217.614,N/A
CUSR0000SA0L2,2011,M08,2011 Aug,218.420,N/A
CUSR0000SA0L2,2011,M09,2011 Sep,218.977,N/A
CUSR0000SA0L2,2011,M10,2011 Oct,218.988,N/A
CUSR0000SA0L2,2011,M11,2011 Nov,219.406,N/A
CUSR0000SA0L2,2011,M12,2011 Dec,219.272,N/A
CUSR0000SA0L2,2012,M01,2012 Jan,219.997,N/A
CUSR0000SA0L2,2012,M02,2012 Feb,220.509,N/A
CUSR0000SA0L2,2012,M03,2012 Mar,220.975,N/A
CUSR0000SA0L2,2012,M04,2012 Apr,221.280,N/A
CUSR0000SA0L2,2012,M05,2012 May,220.457,N/A
CUSR0000SA0L2,2012,M06,2012 Jun,220.049,N/A
CUSR0000SA0L2,2012,M07,2012 Jul,220.007,N/A
CUSR0000SA0L2,2012,M08,2012 Aug,221.680,N/A
CUSR0000SA0L2,2012,M09,2012 Sep,222.992,N/A
CUSR0000SA0L2,2012,M10,2012 Oct,223.637,N/A
CUSR0000SA0L2,2012,M11,2012 Nov,222.933,N/A
CUSR0000SA0L2,2012,M12,2012 Dec,222.724,N/A
CUSR0000SA0L2,2013,M01,2013 Jan,223.172,N/A
CUSR0000SA0L2,2013,M02,2013 Feb,224.713,N/A
CUSR0000SA0L2,2013,M03,2013 Mar,223.612,N/A
CUSR0000SA0L2,2013,M04,2013 Apr,222.732,N/A
CUSR0000SA0L2,2013,M05,2013 May,222.636,N/A
CUSR0000SA0L2,2013,M06,2013 Jun,223.201,N/A
CUSR0000SA0L2,2013,M07,2013 Jul,223.667,N/A
CUSR0000SA0L2,2013,M08,2013 Aug,224.204,N/A
CUSR0000SA0L2,2013,M09,2013 Sep,224.147,N/A
CUSR0000SA0L2,2013,M10,2013 Oct,224.179,N/A
CUSR0000SA0L2,2013,M11,2013 Nov,224.465,N/A
CUSR0000SA0L2,2013,M12,2013 Dec,225.046,N/A
CUSR0000SA0L2,2014,M01,2014 Jan,225.585,N/A
CUSR0000SA0L2,2014,M02,2014 Feb,225.716,N/A
CUSR0000SA0L2,2014,M03,2014 Mar,226.075,N/A
CUSR0000SA0L2,2014,M04,2014 Apr,226.443,N/A
CUSR0000SA0L2,2014,M05,2014 May,226.763,N/A
CUSR0000SA0L2,2014,M06,2014 Jun,227.032,N/A
CUSR0000SA0L2,2014,M07,2014 Jul,227.114,N/A
CUSR0000SA0L2,2014,M08,2014 Aug,226.823,N/A
CUSR0000SA0L2,2014,M09,2014 Sep,226.601,N/A
CUSR0000SA0L2,2014,M10,2014 Oct,226.293,N/A
CUSR0000SA0L2,2014,M11,2014 Nov,225.385,N/A
CUSR0000SA0L2,2014,M12,2014 Dec,224.135,N/A
CUSR0000SA0L2,2015,M01,2015 Jan,221.716,N/A
CUSR0000SA0L2,2015,M02,2015 Feb,222.274,N/A
CUSR0000SA0L2,2015,M03,2015 Mar,222.854,N/A
CUSR0000SA0L2,2015,M04,2015 Apr,222.906,N/A
CUSR0000SA0L2,2015,M05,2015 May,223.796,N/A
CUSR0000SA0L2,2015,M06,2015 Jun,224.418,N/A
CUSR0000SA0L2,2015,M07,2015 Jul,224.536,N/A
CUSR0000SA0L2,2015,M08,2015 Aug,224.301,N/A
CUSR0000SA0L2,2015,M09,2015 Sep,223.226,N/A
CUSR0000SA0L2,2015,M10,2015 Oct,223.283,N/A
CUSR0000SA0L2,2015,M11,2015 Nov,223.407,N/A
CUSR0000SA0L2,2015,M12,2015 Dec,222.790,N/A
CUSR0000SA0L2,2016,M01,2016 Jan,222.267,N/A
CUSR0000SA0L2,2016,M02,2016 Feb,221.518,N/A
CUSR0000SA0L2,2016,M03,2016 Mar,222.319,N/A
CUSR0000SA0L2,2016,M04,2016 Apr,223.310,N/A
CUSR0000SA0L2,2016,M05,2016 May,223.712,N/A
CUSR0000SA0L2,2016,M06,2016 Jun,224.268,N/A
CUSR0000SA0L2,2016,M07,2016 Jul,223.825,N/A
CUSR0000SA0L2,2016,M08,2016 Aug,224.119,N/A
CUSR0000SA0L2,2016,M09,2016 Sep,224.612,N/A
CUSR0000SA0L2,2016,M10,2016 Oct,225.010,N/A
CUSR0000SA0L2,2016,M11,2016 Nov,225.079,N/A
CUSR0000SA0L2,2016,M12,2016 Dec,225.608,N/A
CUSR0000SA0L2,2017,M01,2017 Jan,226.707,N/A
CUSR0000SA0L2,2017,M02,2017 Feb,226.949,N/A
CUSR0000SA0L2,2017,M03,2017 Mar,226.607,N/A
CUSR0000SA0L2,2017,M04,2017 Apr,226.746,N/A
CUSR0000SA0L2,2017,M05,2017 May,226.201,N/A
CUSR0000SA0L2,2017,M06,2017 Jun,226.132,N/A
CUSR0000SA0L2,2017,M07,2017 Jul,226.063,N/A
CUSR0000SA0L2,2017,M08,2017 Aug,226.902,N/A
CUSR0000SA0L2,2017,M09,2017 Sep,228.340,N/A
CUSR0000SA0L2,2017,M10,2017 Oct,228.179,N/A
CUSR0000SA0L2,2017,M11,2017 Nov,228.860,N/A
CUSR0000SA0L2,2017,M12,2017 Dec,229.202,N/A
CUSR0000SA0L2,2018,M01,2018 Jan,230.339,N/A
CUSR0000SA0L2,2018,M02,2018 Feb,231.049,N/A
CUSR0000SA0L2,2018,M03,2018 Mar,230.736,N/A
CUSR0000SA0L2,2018,M04,2018 Apr,231.295,N/A
CUSR0000SA0L2,2018,M05,2018 May,231.671,N/A
CUSR0000SA0L2,2018,M06,2018 Jun,231.843,N/A
CUSR0000SA0L2,2018,M07,2018 Jul,231.793,N/A
CUSR0000SA0L2,2018,M08,2018 Aug,232.059,N/A
CUSR0000SA0L2,2018,M09,2018 Sep,232.581,N/A
CUSR0000SA0L2,2018,M10,2018 Oct,233.069,N/A
CUSR0000SA0L2,2018,M11,2018 Nov,232.511,N/A
CUSR0000SA0L2,2018,M12,2018 Dec,232.423,N/A
CUSR0000SA0L2,2019,M01,2019 Jan,232.035,N/A
CUSR0000SA0L2,2019,M02,2019 Feb,232.474,N/A
CUSR0000SA0L2,2019,M03,2019 Mar,233.300,N/A
CUSR0000SA0L2,2019,M04,2019 Apr,234.271,N/A
CUSR0000SA0L2,2019,M05,2019 May,234.063,N/A
CUSR0000SA0L2,2019,M06,2019 Jun,233.572,N/A
CUSR0000SA0L2,2019,M07,2019 Jul,233.991,N/A
CUSR0000SA0L2,2019,M08,2019 Aug,234.285,N/A
CUSR0000SA0L2,2019,M09,2019 Sep,234.532,N/A
CUSR0000SA0L2,2019,M10,2019 Oct,235.378,N/A
CUSR0000SA0L2,2019,M11,2019 Nov,235.869,N/A
CUSR0000SA0L2,2019,M12,2019 Dec,236.752,N/A
CUSR0000SA0L2,2020,M01,2020 Jan,236.880,N/A
CUSR0000SA0L2,2020,M02,2020 Feb,236.774,N/A
CUSR0000SA0L2,2020,M03,2020 Mar,235.202,N/A
CUSR0000SA0L2,2020,M04,2020 Apr,232.460,N/A
CUSR0000SA0L2,2020,M05,2020 May,231.896,N/A
CUSR0000SA0L2,2020,M06,2020 Jun,233.324,N/A
CUSR0000SA0L2,2020,M07,2020 Jul,234.815,N/A
CUSR0000SA0L2,2020,M08,2020 Aug,236.203,N/A
CUSR0000SA0L2,2020,M09,2020 Sep,236.954,N/A
CUSR0000SA0L2,2020,M10,2020 Oct,237.171,N/A
CUSR0000SA0L2,2020,M11,2020 Nov,237.760,N/A
CUSR0000SA0L2,2020,M12,2020 Dec,239.280,N/A
CUSR0000SA0L2,2021,M01,2021 Jan,239.950,N/A
CUSR0000SA0L2,2021,M02,2021 Feb,241.064,N/A
CUSR0000SA0L2,2021,M03,2021 Mar,242.483,N/A
CUSR0000SA0L2,2021,M04,2021 Apr,244.448,N/A
CUSR0000SA0L2,2021,M05,2021 May,246.483,N/A
CUSR0000SA0L2,2021,M06,2021 Jun,248.862,N/A
CUSR0000SA0L2,2021,M07,2021 Jul,249.947,N/A
CUSR0000SA0L2,2021,M08,2021 Aug,251.259,N/A
CUSR0000SA0L2,2021,M09,2021 Sep,252.340,N/A
CUSR0000SA0L2,2021,M10,2021 Oct,255.209,N/A
CUSR0000SA0L2,2021,M11,2021 Nov,257.624,N/A
CUSR0000SA0L2,2021,M12,2021 Dec,260.076,N/A
CUSR0000SA0L2,2022,M01,2022 Jan,262.024,N/A
CUSR0000SA0L2,2022,M02,2022 Feb,264.079,N/A
CUSR0000SA0L2,2022,M03,2022 Mar,267.379,N/A
CUSR0000SA0L2,2022,M04,2022 Apr,268.311,N/A
CUSR0000SA0L2,2022,M05,2022 May,271.169,N/A
CUSR0000SA0L2,2022,M06,2022 Jun,275.182,N/A
CUSR0000SA0L2,2022,M07,2022 Jul,274.298,N/A
CUSR0000SA0L2,2022,M08,2022 Aug,274.368,N/A
CUSR0000SA0L2,2022,M09,2022 Sep,275.062,N/A
CUSR0000SA0L2,2022,M10,2022 Oct,276.095,N/A
CUSR0000SA0L2,2022,M11,2022 Nov,276.076,N/A
CUSR0000SA0L2,2022,M12,2022 Dec,275.550,N/A
CUSR0000SA0L2,2023,M01,2023 Jan,276.701,N/A
CUSR0000SA0L2,2023,M02,2023 Feb,277.166,N/A
CUSR0000SA0L2,2023,M03,2023 Mar,276.580,N/A
CUSR0000SA0L2,2023,M04,2023 Apr,277.519,N/A
CUSR0000SA0L2,2023,M05,2023 May,277.228,N/A
CUSR0000SA0L2,2023,M06,2023 Jun,277.455,N/A
CUSR0000SA0L2,2023,M07,2023 Jul,277.513,N/A
CUSR0000SA0L2,2023,M08,2023 Aug,279.774,N/A
CUSR0000SA0L2,2023,M09,2023 Sep,280.506,N/A
CUSR0000SA0L2,2023,M10,2023 Oct,280.201,N/A
CUSR0000SA0L2,2023,M11,2023 Nov,279.944,N/A
CUSR0000SA0L2,2023,M12,2023 Dec,280.561,N/A
